precinct,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH
WARRENEARLY VOTING - WRITE-INS,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
WASHINGTONEARLY VOTING - WRITE-INS,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0
WAYNE4-2 SHAWNETTEE,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,319.0,0.0
WAYNEEARLY VOTING - WRITE-INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
WILLIAMSON1-1,576.0,4.0,0.0,2.0,0.0,77.0,1.0,0.0,12.0,0.0,4.0,12.0,1657.0,0.0
WILLIAMSON1-2,551.0,8.0,0.0,5.0,0.0,107.0,2.0,0.0,17.0,0.0,5.0,13.0,1540.0,0.0
WILLIAMSON1-3,244.0,5.0,0.0,2.0,0.0,33.0,0.0,0.0,4.0,0.0,3.0,10.0,754.0,0.0
WILLIAMSON1-4,130.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,6.0,0.0,5.0,3.0,451.0,0.0
WILLIAMSON1-5,333.0,0.0,0.0,4.0,0.0,57.0,0.0,0.0,25.0,0.0,7.0,3.0,969.0,0.0
WILLIAMSON10-1,1146.0,2.0,0.0,5.0,0.0,147.0,2.0,0.0,64.0,0.0,14.0,31.0,1794.0,1.0
WILLIAMSON10-2,859.0,2.0,0.0,4.0,0.0,92.0,0.0,0.0,40.0,0.0,8.0,18.0,861.0,0.0
WILLIAMSON10-3,795.0,1.0,0.0,3.0,0.0,96.0,1.0,0.0,43.0,0.0,9.0,8.0,1475.0,0.0
WILLIAMSON11-1,851.0,3.0,0.0,1.0,0.0,100.0,4.0,0.0,30.0,0.0,7.0,14.0,1343.0,0.0
WILLIAMSON11-2,843.0,3.0,0.0,5.0,3.0,98.0,1.0,0.0,35.0,0.0,12.0,20.0,937.0,1.0
WILLIAMSON11-3,781.0,8.0,0.0,3.0,0.0,125.0,2.0,0.0,35.0,0.0,10.0,13.0,1926.0,0.0
WILLIAMSON12-1,846.0,2.0,0.0,4.0,0.0,134.0,5.0,0.0,50.0,0.0,18.0,9.0,1460.0,0.0
WILLIAMSON12-2,1213.0,5.0,0.0,4.0,0.0,184.0,3.0,0.0,58.0,0.0,8.0,19.0,2323.0,0.0
WILLIAMSON12-3,726.0,3.0,0.0,5.0,0.0,133.0,0.0,0.0,45.0,0.0,7.0,12.0,1627.0,0.0
WILLIAMSON2-1,375.0,3.0,0.0,1.0,0.0,55.0,0.0,0.0,18.0,0.0,8.0,8.0,1482.0,0.0
WILLIAMSON2-2,828.0,2.0,0.0,4.0,0.0,139.0,1.0,0.0,63.0,0.0,7.0,24.0,2200.0,0.0
WILLIAMSON2-3,504.0,10.0,0.0,1.0,0.0,92.0,2.0,0.0,15.0,0.0,7.0,12.0,1453.0,0.0
WILLIAMSON2-4,185.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,5.0,0.0,2.0,0.0,781.0,0.0
WILLIAMSON2-5,414.0,5.0,0.0,2.0,2.0,91.0,3.0,0.0,35.0,0.0,5.0,9.0,1431.0,0.0
WILLIAMSON3-1,854.0,2.0,0.0,4.0,3.0,145.0,3.0,0.0,52.0,0.0,11.0,14.0,2296.0,0.0
WILLIAMSON3-2,616.0,2.0,0.0,5.0,0.0,120.0,5.0,0.0,42.0,0.0,9.0,18.0,1542.0,0.0
WILLIAMSON3-3,530.0,7.0,0.0,4.0,0.0,111.0,2.0,0.0,38.0,0.0,7.0,11.0,1255.0,0.0
WILLIAMSON4-1,1024.0,0.0,0.0,9.0,0.0,141.0,2.0,0.0,36.0,0.0,6.0,10.0,2015.0,0.0
WILLIAMSON4-2,685.0,3.0,0.0,5.0,0.0,102.0,0.0,0.0,19.0,0.0,2.0,11.0,1995.0,0.0
WILLIAMSON4-3,976.0,0.0,0.0,6.0,0.0,124.0,1.0,0.0,51.0,0.0,6.0,21.0,1907.0,0.0
WILLIAMSON5-1,818.0,2.0,0.0,2.0,0.0,103.0,1.0,0.0,22.0,0.0,9.0,16.0,1588.0,0.0
WILLIAMSON5-2,817.0,2.0,0.0,3.0,0.0,117.0,2.0,0.0,46.0,0.0,20.0,17.0,1849.0,0.0
WILLIAMSON5-3,515.0,0.0,0.0,4.0,0.0,84.0,0.0,0.0,24.0,0.0,5.0,10.0,1635.0,0.0
WILLIAMSON5-4,834.0,0.0,0.0,4.0,0.0,159.0,2.0,0.0,29.0,0.0,4.0,14.0,1794.0,0.0
WILLIAMSON6-1,1187.0,0.0,0.0,8.0,0.0,162.0,3.0,0.0,43.0,0.0,8.0,13.0,2291.0,0.0
WILLIAMSON6-2,938.0,3.0,0.0,1.0,0.0,106.0,2.0,0.0,24.0,0.0,5.0,10.0,1612.0,0.0
WILLIAMSON6-3,842.0,0.0,0.0,2.0,0.0,99.0,0.0,0.0,15.0,0.0,6.0,7.0,1585.0,0.0
WILLIAMSON7-1,1161.0,2.0,0.0,2.0,0.0,150.0,1.0,0.0,44.0,0.0,13.0,12.0,2865.0,0.0
WILLIAMSON7-2,668.0,2.0,0.0,0.0,0.0,91.0,1.0,0.0,31.0,0.0,6.0,12.0,1520.0,0.0
WILLIAMSON7-3,1049.0,1.0,0.0,2.0,0.0,133.0,2.0,1.0,30.0,0.0,4.0,13.0,2044.0,0.0
WILLIAMSON8-1,553.0,2.0,0.0,0.0,0.0,97.0,2.0,1.0,21.0,0.0,5.0,6.0,1271.0,0.0
WILLIAMSON8-2,1118.0,0.0,0.0,0.0,0.0,135.0,1.0,0.0,53.0,0.0,5.0,19.0,2224.0,0.0
WILLIAMSON8-3,896.0,3.0,0.0,4.0,0.0,115.0,5.0,0.0,21.0,0.0,10.0,10.0,1800.0,0.0
WILLIAMSON9-1,501.0,3.0,0.0,3.0,0.0,98.0,2.0,0.0,54.0,0.0,9.0,10.0,1271.0,0.0
WILLIAMSON9-2,675.0,2.0,0.0,3.0,0.0,87.0,1.0,0.0,22.0,0.0,11.0,9.0,1428.0,0.0
WILLIAMSON9-3,1031.0,0.0,0.0,2.0,0.0,162.0,0.0,2.0,41.0,0.0,7.0,18.0,2427.0,0.0
WILLIAMSON9-4,335.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.0,0.0,0.0,7.0,911.0,0.0
WILLIAMSON9-5,190.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,8.0,0.0,4.0,0.0,623.0,0.0
WILSON1-1,551.0,1.0,0.0,1.0,1.0,68.0,3.0,0.0,9.0,0.0,10.0,18.0,1650.0,0.0
WILSON10-1,631.0,1.0,0.0,1.0,0.0,106.0,0.0,0.0,8.0,0.0,4.0,25.0,1589.0,0.0
WILSON11-1,1183.0,0.0,0.0,7.0,2.0,145.0,4.0,1.0,39.0,0.0,11.0,27.0,2470.0,0.0
WILSON12-1,206.0,0.0,0.0,4.0,0.0,22.0,2.0,0.0,0.0,0.0,2.0,10.0,831.0,0.0
WILSON12-2,213.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,1.0,0.0,2.0,5.0,755.0,0.0
WILSON2-1,534.0,0.0,0.0,4.0,0.0,74.0,5.0,0.0,6.0,0.0,14.0,14.0,1555.0,0.0
WILSON3-1,599.0,2.0,0.0,1.0,0.0,78.0,1.0,0.0,2.0,0.0,5.0,12.0,2088.0,0.0
WILSON4-1,676.0,3.0,0.0,2.0,0.0,67.0,5.0,0.0,13.0,0.0,8.0,18.0,1506.0,0.0
WILSON4-2,78.0,0.0,0.0,3.0,0.0,8.0,1.0,0.0,2.0,0.0,2.0,4.0,272.0,0.0
WILSON5-1,634.0,0.0,0.0,2.0,0.0,71.0,4.0,0.0,4.0,0.0,8.0,29.0,2095.0,0.0
WILSON6-1,372.0,4.0,0.0,4.0,0.0,46.0,4.0,0.0,3.0,0.0,7.0,16.0,1425.0,0.0
WILSON7-1,199.0,0.0,0.0,2.0,0.0,50.0,2.0,0.0,1.0,0.0,0.0,3.0,505.0,0.0
WILSON7-2,276.0,2.0,0.0,1.0,0.0,27.0,1.0,0.0,4.0,0.0,4.0,13.0,639.0,0.0
WILSON8-1,691.0,0.0,0.0,3.0,0.0,77.0,4.0,0.0,5.0,0.0,12.0,17.0,1512.0,0.0
WILSON9-1,400.0,0.0,0.0,2.0,0.0,36.0,1.0,0.0,1.0,0.0,9.0,22.0,852.0,0.0
WILSON9-2,103.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,9.0,370.0,0.0
